,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,zombies,zombies_norm,zombies_ravg
349,349,349,349,12-15,0.6214735167746726,0.3958817685444764,0.6184993866405687
350,350,350,350,12-16,0.7619923461872551,1.1017913260864225,0.6979613318046863
351,351,351,351,12-17,0.618559401658791,0.38124243714186185,0.39976057583544566
352,352,352,352,12-18,0.5865308825289807,0.22034415851142766,0.23664155418826704
353,353,353,353,12-19,0.5270708886784201,-0.0783587137367919,0.08459495627710112
354,354,354,354,12-20,0.4230232823520344,-0.6010516514177878,-0.35061461505479263
355,355,355,355,12-21,0.43987453095808143,-0.5163978189225191,-0.6453625943308922
356,356,356,356,12-22,0.2421936932919032,-1.5094661019049402,-0.9434411964253976
357,357,357,357,12-23,0.266523020421888,-1.3872454385147357,-1.1478728366334856
358,358,358,358,12-24,0.23051652523559635,-1.5681274540556038,-1.1769366407840645
359,359,359,359,12-25,0.2829050931878739,-1.3049485549853206,-1.2658233852489358
360,360,360,360,12-26,0.38831052040782543,-0.7754344763212613,-1.1606354668312773
361,361,361,361,12-27,0.3337114015680375,-1.0497182857117455,-1.133384264380533
362,362,362,362,12-28,0.3678263583250633,-0.8783385913989898,-1.1264046534780514
363,363,363,363,12-29,0.29907087611431954,-1.2237382238102692,
364,364,364,364,12-30,0.23885272136690056,-1.5262497886407156,
365,365,365,365,12-31,,,
