,unnamed: 0,unnamed: 0,mth_day,world war ii,world war ii_norm,world war ii_ravg,World War II_ravg
297,297,297,10-24,2.1963914518259644,0.28063820852960303,0.011654791613878316,0.011654791613877724
298,298,298,10-25,1.916933838002498,-0.37875659946482615,0.01432160165559271,0.014321601655592117
299,299,299,10-26,2.07870654848401,0.0029545441581201857,0.2703467826239559,0.2703467826239553
300,300,300,10-27,2.528684296862561,1.0647004988819515,0.19127636859661634,0.19127636859661576
301,301,301,10-28,2.366200963675225,0.6813126039397196,0.2591289294093872,0.25912892940938664
302,302,302,10-29,1.8641973701753891,-0.5031910444648756,0.356133910097802,0.3561339100978014
303,303,303,10-30,2.368930706063242,0.6877535734062283,0.10025683569409423,0.10025683569409362
304,304,304,10-31,2.16360348207775,0.20327328466566208,0.1458351085736441,0.14583510857364348
305,305,305,11-01,1.428048134634984,-1.5323079022641264,0.12420004778668856,0.12420004778668797
306,306,306,11-02,2.6445832565755234,1.3381701361592508,0.1726195610554622,0.17261956105546164
307,307,307,11-03,2.311186131385257,0.5515022392179865,0.15844935350969258,0.15844935350969203
308,308,308,11-04,1.9873211935043047,-0.21267396485223372,0.02296230722692888,0.022962307226928325
309,309,309,11-05,2.3328979165406643,0.6027323281316106,0.19523419271074835,0.1952341927107478
310,310,310,11-06,1.8190795076776607,-0.6096489930309201,-0.16878974804112148,-0.16878974804112204
311,311,311,11-07,1.866110637971386,-0.4986765893612097,-0.05109356155345305,-0.051093561553453605
312,312,312,11-08,1.7189229939488402,-0.8459735083519682,0.011702559592385331,0.011702559592384773
313,313,313,11-09,2.610470520948513,1.2576793581439971,-0.08739511993999356,-0.08739511993999412
314,314,314,11-10,2.1470026525636574,0.16410276202279656,0.10198958037058756,0.10198958037058702
315,315,315,11-11,2.0809068417993366,0.008146250937337238,0.3004664849835464,0.30046648498354583
316,316,316,11-12,2.3006574255060444,0.5266592088325667,0.6908427838863741,0.6908427838863734
317,317,317,11-13,2.3708087170864447,0.6921848383165432,0.5082435782575955,0.5082435782575948
318,318,318,11-14,2.711593494189195,1.4962842850649969,0.4677599576304006,0.46775995763040007
319,319,319,11-15,2.146147135270505,0.1620841243713262,0.4801908102630339,0.4801908102630333
320,320,320,11-16,2.044058657109821,-0.07879896174037211,0.3547902115424451,0.35479021154244456
321,321,321,11-17,2.1125167031969974,0.08273136673313665,0.31838533798704943,0.3183853379870488
322,322,322,11-18,1.9817818292870413,-0.2257443834909657,0.12050864350064255,0.12050864350064198
323,323,323,11-19,2.2782363858640085,0.4737555969841691,-0.014942951428467103,-0.014942951428467697
324,324,324,11-20,2.2084216626671602,0.30902411814655584,-0.0452494185369855,-0.04524941853698609
325,325,325,11-21,1.8017133085383583,-0.6506254452033319,0.06401744938809993,0.06401744938809933
326,326,326,11-22,1.9669936919731448,-0.26063776439148245,0.3901495650898353,0.3901495650898347
327,327,327,11-23,2.390366554091482,0.7383325742836492,0.2687813605923285,0.268781360592328
328,328,328,11-24,2.8110886579751035,1.7310483107194463,0.24776312226671535,0.2477631222667148
329,329,329,11-25,1.9696145852823,-0.2544536300008714,0.3203746378331032,0.32037463783310266
330,330,330,11-26,2.1549753207363165,0.1829146881928768,0.43852667986949706,0.4385266798694965
331,331,331,11-27,1.986353896819663,-0.2149563518050049,0.22297322779864834,0.2229732277986478
332,332,332,11-28,2.267437256304087,0.4482744878268807,-0.07808640664759721,-0.07808640664759774
333,333,333,11-29,1.84224528316113,-0.554988138141443,-0.07842587898697795,-0.07842587898697846
334,334,334,11-30,2.0455375249583847,-0.07530949595802686,-0.12044164585705608,-0.12044164585705659
335,335,335,12-01,1.9687513561930905,-0.2564904640371558,-0.2026512007761847,-0.20265120077618526
336,336,336,12-02,2.0481352988545463,-0.06917991302759194,-0.3321350931931079,-0.33213509319310847
337,337,337,12-03,1.7773068818357385,-0.7082136813197769,-0.16944948610622182,-0.16944948610622243
338,338,338,12-04,1.9381784344446933,-0.3286288666746585,1.2837569845959866,1.283756984595986
339,339,339,12-05,2.255931266205516,0.4211255043798733,1.220803684960983,1.2208036849609825
340,340,340,12-06,5.7408315227724325,8.643929328255224,1.1918861792574664,1.1918861792574658
341,341,341,12-07,1.8086702149555287,-0.634210261847177,1.5014306586668331,1.501430658666833
342,342,342,12-08,1.9746022618000645,-0.2426849472486912,1.579334796160911,1.5793347961609105
343,343,343,12-09,2.564433749131603,1.149053195136426,1.448021990846133,1.4480219908461323
344,344,344,12-10,2.1362773952535026,0.1387959582898058,0.04043999059194429,0.0404399905919437
345,345,345,12-11,1.922021783211436,-0.3667513275087968,0.05805144308405091,0.05805144308405032
346,346,346,12-12,2.161553958410229,0.1984373267300924,0.3245844162843209,0.32458441628432033
347,347,347,12-13,1.8534535929537168,-0.5285415468945373,0.4200574360004394,0.4200574360004388
348,348,348,12-14,2.6523570860065417,1.3565128919529288,0.3094070312993996,0.309407031299399
349,349,349,12-15,2.8072078378952443,1.7218913134331368,0.4087338116334403,0.40873381163343975
350,350,350,12-16,1.854909410324376,-0.5251064699164332,0.3642981718635406,0.36429817186354
351,351,351,12-17,2.174595428175469,0.22920935449544724,0.4925342064013223,0.4925342064013217
352,352,352,12-18,2.0485605495304897,-0.06817651188930565,0.09672934100138876,0.09672934100138815
353,353,353,12-19,2.179539292601035,0.2408746603321528,-0.08347166826539965,-0.08347166826540024
354,354,354,12-20,1.6458825258490872,-1.0183163004466724,-0.1335294035700857,-0.13352940357008627
355,355,355,12-21,2.348982718912786,0.6406852578324066,-0.3587723357506871,-0.35877233575068773
356,356,356,12-22,1.7276198251588306,-0.8254528817445493,-0.5079169528810378,-0.5079169528810384
357,357,357,12-23,1.6018352099149376,-1.1222482385881614,-0.5497754561039208,-0.5497754561039213
358,358,358,12-24,1.669307346631011,-0.9630442146714102,-0.2440276793265661,-0.2440276793265667
359,359,359,12-25,2.0730991694420347,-0.01027635900514493,-0.36597934713741065,-0.36597934713741126
360,360,360,12-26,2.4233549271551458,0.8161703602174555,-0.4622806986122181,-0.4622806986122186
361,361,361,12-27,2.0388772554633507,-0.0910247490326607,-0.4527187709174358,-0.45271877091743634
362,362,362,12-28,1.482739408466026,-1.4032609905933937,-0.38977876711961823,-0.38977876711961884
363,363,363,12-29,1.6261498098912142,-1.0648766724194676,,
364,364,364,12-30,1.8293546784764867,-0.5854041918845052,,
365,365,365,12-31,,,,
