,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,anime,anime_norm,anime_ravg
351,351,351,351,12-17,1.833806770894276,1.4536743290677565,0.6797717418892195
352,352,352,352,12-18,1.5734524759510744,0.5376010469309638,0.6165283961986732
353,353,353,353,12-19,1.3200550954515673,-0.353993885619278,0.3934567890773782
354,354,354,354,12-20,1.4880734114871432,0.2371893336296516,0.3111262850774286
355,355,355,355,12-21,1.2586198733139429,-0.5701576542818775,-0.05101410805691079
356,356,356,356,12-22,1.5805131668805183,0.5624445407373566,-0.30027440458491533
357,357,357,357,12-23,1.2162701050173712,-0.7191680297382798,-0.38752648303890364
358,358,358,358,12-24,1.1484035850467902,-0.9579607322370632,-0.40542612530491673
359,359,359,359,12-25,1.1712692691786106,-0.877506356343208,-0.6162845114181509
360,360,360,360,12-26,1.4575502066337078,0.12979148003357344,-0.7131557968224098
361,361,361,361,12-27,0.8990554966213715,-1.8353079709612825,-0.6886473172768647
362,362,362,362,12-28,1.4153242740039242,-0.0187831716881967,-0.5653349926337249
363,363,363,363,12-29,1.258062970522584,-0.5721171524650086,
364,364,364,364,12-30,1.358680823558006,-0.2180867843782251,
365,365,365,365,12-31,,,
