,unnamed: 0,unnamed: 0,unnamed: 0.1,unnamed: 0.1.1,unnamed: 0.1.1.1,unnamed: 0.1.1.1.1,unnamed: 0.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1,unnamed: 0.1.1.1.1.1.1.1,mth_day,funny,funny_norm,funny_ravg
270,270,270,270,270,270,270,270,270,270,09-27,15.155221552049367,-1.3022909046836504,-0.5370629213575266
271,271,271,271,271,271,271,271,271,271,09-28,17.299090195477245,-0.0775860972998207,-0.9787801429155157
272,272,272,272,272,272,272,272,272,272,09-29,15.718490843249898,-0.9805181081554214,-1.2046562164595953
273,273,273,273,273,273,273,273,273,273,09-30,14.796038380410195,-1.5074776162792418,-1.0767890230114217
274,274,274,274,274,274,274,274,274,274,10-01,14.406029756800272,-1.7302736526504388,-0.8318581314749928
275,275,275,275,275,275,275,275,275,275,10-02,15.924930122444847,-0.8625877589999521,-0.8897662312239789
276,276,276,276,276,276,276,276,276,276,10-03,17.72775815845079,0.1672944445349228,-0.7846152504368474
277,277,277,277,277,277,277,277,277,277,10-04,16.690874933298876,-0.4250346957937375,-0.7430295738838836
278,278,278,278,278,278,278,278,278,278,10-05,16.822903380096747,-0.3496122234326328,-0.6522451357201232
279,279,279,279,279,279,279,279,279,279,10-06,15.232817402294245,-1.2579635569614585,-0.7722408617374287
280,280,280,280,280,280,280,280,280,280,10-07,15.359548886228357,-1.185567023667876,-1.0469797512260015
281,281,281,281,281,281,281,281,281,281,10-08,14.664601562601588,-1.5825621151037856,-0.8825610623107066
282,282,282,282,282,282,282,282,282,282,10-09,14.842144808587538,-1.4811388923965134,-0.7959161575227167
283,283,283,283,283,283,283,283,283,283,10-10,18.417782851519608,0.5614774376980314,-0.5656906601950497
284,284,284,284,284,284,284,284,284,284,10-11,17.732944526507705,0.17025720529530672,-0.12069782608606332
285,285,285,285,285,285,285,285,285,285,10-12,17.650901605096028,0.12338942700454453,0.02186974135290476
286,286,286,286,286,286,286,286,286,286,10-13,20.03335849901629,1.484389980986042,0.17999560908085735
287,287,287,287,287,287,287,287,287,287,10-14,16.162004702816752,-0.7271567104699772,-0.06957818232782714
288,288,288,288,288,288,288,288,288,288,10-15,16.502958520559208,-0.5323836860287977,-0.25652490295534874
289,289,289,289,289,289,289,289,289,289,10-16,15.796481347369642,-0.9359653107540756,-0.17184980792182156
290,290,290,290,290,290,290,290,290,290,10-17,15.769422166203597,-0.9514231184698227,-0.43817015141204624
291,291,291,291,291,291,291,291,291,291,10-18,18.540253618873642,0.6314399972057076,-0.36456162296186606
292,292,292,292,292,292,292,292,292,292,10-19,17.236166081349758,-0.11353207995530615,-0.17538601666621587
293,293,293,293,293,293,293,293,293,293,10-20,16.93512332739525,-0.2855055397688957,0.02778652409149927
294,294,294,294,294,294,294,294,294,294,10-21,18.489891116855908,0.6026699517451036,0.32700664840957694
295,295,295,295,295,295,295,295,295,295,10-22,17.930425315140113,0.2830699337922152,0.09868663108732319
296,296,296,296,296,296,296,296,296,296,10-23,18.91216466941189,0.8438976274386433,0.31256910312329533
297,297,297,297,297,297,297,297,297,297,10-24,16.142182886140663,-0.7384801067278149,0.4027099577158874
298,298,298,298,298,298,298,298,298,298,10-25,19.482597657737227,1.1697627522605267,0.3055956844341765
299,299,299,299,299,299,299,299,299,299,10-26,17.88188282644056,0.25533958778665666,0.4336474963360319
300,300,300,300,300,300,300,300,300,300,10-27,17.469889019716955,0.019984312054838284,0.13185056331690456
301,301,301,301,301,301,301,301,301,301,10-28,19.27536784797925,1.0513808052033475,0.2533533252548482
302,302,302,302,302,302,302,302,302,302,10-29,15.742357655599964,-0.9668839706761204,0.10860367911864725
303,303,303,303,303,303,303,303,303,303,10-30,17.418340013171527,-0.009463535100153068,0.009601965289935621
304,304,304,304,304,304,304,304,304,304,10-31,17.962275900391052,0.30126487544332103,0.13882731985982913
305,305,305,305,305,305,305,305,305,305,11-01,16.842056729686412,-0.3386706951856131,0.00867468520344894
306,306,306,306,306,306,306,306,306,306,11-02,18.8271574027327,0.7953364394741994,0.17342654984571568
307,307,307,307,307,307,307,307,307,307,11-03,17.90836013828278,0.27046499726506634,0.2419034637115706
308,308,308,308,308,308,308,308,308,308,11-04,17.47276495582443,0.021627217177479875,0.26222725422828885
309,309,309,309,309,309,309,309,309,309,11-05,18.13756071460399,0.4013979480949765,0.4964103639924127
310,310,310,310,310,310,310,310,310,310,11-06,18.175738950139984,0.4232076185436304,0.5682875295651374
311,311,311,311,311,311,311,311,311,311,11-07,19.30170817948946,1.0664279633991298,0.6442871579702909
312,312,312,312,312,312,312,312,312,312,11-08,19.5820913289529,1.2265994329105478,0.576145589874225
313,313,313,313,313,313,313,313,313,313,11-09,18.70659275369007,0.7264627676959883,0.40170700667703213
314,314,314,314,314,314,314,314,314,314,11-10,16.75706642859863,-0.3872221913989151,0.4606885990749932
315,315,315,315,315,315,315,315,315,315,11-11,16.305412723680455,-0.6452335510881809,0.40340955174417553
316,316,316,316,316,316,316,316,316,316,11-12,18.79522922593084,0.7770971729313968,0.20201396881498537
317,317,317,317,317,317,317,317,317,317,11-13,18.7000999253652,0.7227536794142234,0.2155211870690076
318,318,318,318,318,318,318,318,318,318,11-14,17.466810948422225,0.01822593533540704,0.3266153204972502
319,319,319,319,319,319,319,319,319,319,11-15,18.848460580941893,0.8075060772201218,0.2931873536015628
320,320,320,320,320,320,320,320,320,320,11-16,17.923900563761574,0.2793426091705405,0.29857573290628475
321,321,321,321,321,321,321,321,321,321,11-17,15.954315040667527,-0.8458013524623056,0.15386160672450394
322,322,322,322,322,322,322,322,322,322,11-18,18.851823977714165,0.8094274487597282,0.16125579023387035
323,323,323,323,323,323,323,323,323,323,11-19,17.180151238081493,-0.14553107767646145,-0.04732817680943043
324,324,324,324,324,324,324,324,324,324,11-20,17.544472886583527,0.0625910363916055,-0.20185503448292977
325,325,325,325,325,325,325,325,325,325,11-21,16.65767979636491,-0.4439977250396828,-0.06056036125921419
326,326,326,326,326,326,326,326,326,326,11-22,16.30088765777975,-0.6478185368704557,-0.19753913205663012
327,327,327,327,327,327,327,327,327,327,11-23,17.438348830270066,0.001966686879987911,-0.11080893025470534
328,328,328,328,328,328,328,328,328,328,11-24,17.413120595034435,-0.012445176024767551,0.06734875859795093
329,329,329,329,329,329,329,329,329,329,11-25,18.091088268590152,0.3748501331350873,0.20150518801855966
330,330,330,330,330,330,330,330,330,330,11-26,19.415683061054988,1.1315371695075431,0.31108361929973705
331,331,331,331,331,331,331,331,331,331,11-27,18.066739811227485,0.3609408514839696,0.38327743106491363
332,332,332,332,332,332,332,332,332,332,11-28,17.451802203407592,0.009652050816608677,0.5998896048512738
333,333,333,333,333,333,333,333,333,333,11-29,18.19660852694025,0.4351295574710473,0.6383793181813875
334,334,334,334,334,334,334,334,334,334,11-30,19.68822253485944,1.2872278666933936,0.43600276945512295
335,335,335,335,335,335,335,335,335,335,12-01,18.49535004173969,0.6057884131157695,0.6554790583764439
336,336,336,336,336,336,336,336,336,336,12-02,17.290099486808035,-0.08272212285004404,0.5748826712999079
337,337,337,337,337,337,337,337,337,337,12-03,20.371923873333664,1.6777985850118964,0.4440261659600489
338,338,338,338,338,338,338,338,338,338,12-04,16.60528931645617,-0.473926271642608,0.2076894130667953
339,339,339,339,339,339,339,339,339,339,12-05,16.82220798456325,-0.3500094745681064,0.12838902676693834
340,340,340,340,340,340,340,340,340,340,12-06,17.205951129884316,-0.13079265066612808,-0.023993930371541395
341,341,341,341,341,341,341,341,341,341,12-07,17.662449196205415,0.12998609531662775,-0.29557352853982743
342,342,342,342,342,342,342,342,342,342,12-08,15.689604208440368,-0.9970198656809224,-0.34182557150645904
343,343,343,343,343,343,343,343,343,343,12-09,17.519492914310298,0.04832099600218007,-0.47709013053340305
344,344,344,344,344,344,344,344,344,344,12-10,16.119498925108925,-0.7514385294423978,-0.47968536805690715
345,345,345,345,345,345,345,345,345,345,12-11,15.401509160242819,-1.1615968287297709,-0.6384117188882842
346,346,346,346,346,346,346,346,346,346,12-12,17.17869305929289,-0.14636407580715266,-0.5336468852582107
347,347,347,347,347,347,347,347,347,347,12-13,15.995328542894518,-0.8223720096716347,-0.44079664743149394
348,348,348,348,348,348,348,348,348,348,12-14,16.7899609984161,-0.3684308639004811,-0.1965135662632622
349,349,349,349,349,349,349,349,349,349,12-15,18.494709369139482,0.6054224229624806,0.06549081505226051
350,350,350,350,350,350,350,350,350,350,12-16,18.68523150660463,0.7142599575669928,-0.03492879492467365
351,351,351,351,351,351,351,351,351,351,12-17,18.15337054344237,0.4104294591633653,-0.08137572521973364
352,352,352,352,352,352,352,352,352,352,12-18,16.123974640371877,-0.7488817356687576,-0.08179771428308423
353,353,353,353,353,353,353,353,353,353,12-19,15.507491228093233,-1.1010535914419948,-0.29186524295869837
354,354,354,354,354,354,354,354,354,354,12-20,16.78552879998592,-0.3709627982805845,-0.37800428487919485
355,355,355,355,355,355,355,355,355,355,12-21,16.288346570456234,-0.6549827490912046,-0.2758255193907265
356,356,356,356,356,356,356,356,356,356,12-22,17.780503494589592,0.19742570604401444,-0.03305764307698761
357,357,357,357,357,357,357,357,357,357,12-23,19.226565569872502,1.023502052094175,-0.07074746102121932
358,358,358,358,358,358,358,358,358,358,12-24,18.673792855452106,0.7077255222136759,-0.05625640408614319
359,359,359,359,359,359,359,359,359,359,12-25,15.1116308458363,-1.3271924991073851,-0.2343530262839011
360,360,360,360,360,360,360,360,360,360,12-26,16.937729995176465,-0.28401645667012776,-0.4622856025053914
361,361,361,361,361,361,361,361,361,361,12-27,14.417777785905702,-1.7235624822777518,-0.7863065306327797
362,362,362,362,362,362,362,362,362,362,12-28,15.386502099163508,-1.1701697512849274,-1.1049021466939173
363,363,363,363,363,363,363,363,363,363,12-29,15.823337444505984,-0.9206235166701549,
364,364,364,364,364,364,364,364,364,364,12-30,15.327547390802787,-1.2038481741531493,
365,365,365,365,365,365,365,365,365,365,12-31,,,
