,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,nonlinear,nonlinear_norm,nonlinear_ravg
352,352,352,352,12-18,1.688883524819673,-0.8496640735885466,0.0021378325358883767
353,353,353,353,12-19,2.1917975090677952,0.3272775597839265,-0.2655588599668675
354,354,354,354,12-20,2.1353740531912706,0.1952328833585572,-0.05976867272301375
355,355,355,355,12-21,1.9507923737004464,-0.2367333576982533,0.03595651190742272
356,356,356,356,12-22,2.357831060610185,0.7158366483506954,-0.02373445799701418
357,357,357,357,12-23,2.079207495400248,0.06378941123816016,-0.3386033129809029
358,358,358,358,12-24,1.5358457395273517,-1.207809893015168,-0.5278016127697024
359,359,359,359,12-25,1.3845257843595375,-1.5619355701194058,-0.5616044258765774
360,360,360,360,12-26,1.6503008699760258,-0.93995691537424,-0.8363001995628704
361,361,361,361,12-27,1.8641275454557649,-0.4395502363395031,-1.0920300659332576
362,362,362,362,12-28,1.6535564793558724,-0.9323379937670632,-1.0036662057184522
363,363,363,363,12-29,1.4235583671471592,-1.470589786984163,
364,364,364,364,12-30,1.762396078528443,-0.6776267317263345,
365,365,365,365,12-31,,,
