,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,politics,politics_norm,politics_ravg
355,355,355,355,12-21,3.888114107208696,-0.04700243468015771,-0.2798202856685315
356,356,356,356,12-22,3.9068632747798864,-0.013291497783094372,-0.41295535163182767
357,357,357,357,12-23,3.666059046879375,-0.4462566467945279,-0.5676123403401768
358,358,358,358,12-24,3.42946574028326,-0.8716505742126818,-0.5548783686215432
359,359,359,359,12-25,3.4009152012430763,-0.9229843423016582,-0.6670833882877195
360,360,360,360,12-26,3.342461040699333,-1.028084715957125,-0.7374806901234364
361,361,361,361,12-27,3.513680601108254,-0.7202325526772158,-0.894284822632891
362,362,362,362,12-28,3.6719441185355377,-0.43567530879739663,-0.6441215515853238
363,363,363,363,12-29,3.1427961725335467,-1.3870814418512558,
364,364,364,364,12-30,4.2642725159032295,0.6293290520727218,
365,365,365,365,12-31,,,
