,unnamed: 0,unnamed: 0,unnamed: 0.1,mth_day,leonardo dicaprio,leonardo dicaprio_norm,leonardo dicaprio_ravg,leonardo dicaprio_ravg
281,281,281,281,10-08,0.5867502516694699,1.1131247067992474,-0.27691890895197907,-0.27691890895197907
282,282,282,282,10-09,0.4482100932278736,0.35521521642089543,-0.2098424465547525,-0.2098424465547525
283,283,283,283,10-10,0.2874009226518473,-0.5245210123406837,0.05330003300174065,0.05330003300174065
284,284,284,284,10-11,0.2151182908336516,-0.9199564821768874,0.000503576619303778,0.000503576619303778
285,285,285,285,10-12,0.4385346167450453,0.30228373768753164,-0.18647005756100152,-0.18647005756100152
286,286,286,286,10-13,0.3242146536458315,-0.3231247066742757,-0.44196409142214105,-0.44196409142214105
287,287,287,287,10-14,0.3816860013922279,-0.008717098282584334,-0.40428687516809997,-0.40428687516809997
288,288,288,288,10-15,0.16799575855051074,-1.177748986745942,-0.1879341775362998,-0.1879341775362998
289,289,289,289,10-16,0.32872359436190113,-0.2984577148164372,-0.3850465468964986,-0.3850465468964986
290,290,290,290,10-17,0.4524041730374498,0.37815970361391416,-0.37433170314311126,-0.37433170314311126
291,291,291,291,10-18,0.2223506589350318,-0.8803904784736615,-0.5127184317786792,-0.5127184317786792
292,292,292,292,10-19,0.3359662110820383,-0.2588356441539516,-0.486504259701074,-0.486504259701074
293,293,293,293,10-20,0.2299096780598868,-0.8390374700959915,-0.34749564928095095,-0.34749564928095095
294,294,294,294,10-21,0.19674628034091896,-1.0204639542803118,-0.37127738794210163,-0.37127738794210163
295,295,295,295,10-22,0.4811819695913985,0.535593947704301,-0.08243368060132256,-0.08243368060132256
296,296,296,296,10-23,0.4263214345261188,0.2354692716470101,-0.04635663218051372,-0.04635663218051372
297,297,297,297,10-24,0.5391414115607038,0.852671765571013,0.18797926129719,0.18797926129719
298,298,298,298,10-25,0.3755338908731615,-0.042373353629098574,0.47443481544068966,0.47443481544068966
299,299,299,299,10-26,0.4869187185041287,0.5669778907702308,0.3079889766057689,0.3079889766057689
300,300,300,300,10-27,0.5109178142350609,0.6982693705806858,0.23531981097096002,0.23531981097096002
301,301,301,301,10-28,0.2986316795353421,-0.4630810853052237,0.13054885095355104,0.13054885095355104
302,302,302,302,10-29,0.34662117071884624,-0.2005457221618429,0.14000705093224539,0.14000705093224539
303,303,303,303,10-30,0.424233347324875,0.224046005466559,-0.1839755034966967,-0.1839755034966967
304,304,304,304,10-31,0.3859072180864135,0.014375846243067644,-0.32659060530994294,-0.32659060530994294
305,305,305,305,11-01,0.13158926300020987,-1.376917435803422,-0.3450283333193344,-0.3450283333193344
306,306,306,306,11-02,0.3545040018825468,-0.15742124029879134,-0.5331202911963605,-0.5331202911963605
307,307,307,307,11-03,0.27841001091539386,-0.5737074533615726,-0.6495782226931512,-0.6495782226931512
308,308,308,308,11-04,0.14033039344253986,-1.3290974694239992,-0.567051521614808,-0.567051521614808
309,309,309,309,11-05,0.29650753980167005,-0.4747015835141853,-0.29666951307583306,-0.29666951307583306
310,310,310,310,11-06,0.4764187822364947,0.509536052713127,-0.21412719029745308,-0.21412719029745308
311,311,311,311,11-07,0.428132056921793,0.2453746154304273,-0.09406628092433605,-0.09406628092433605
312,312,312,312,11-08,0.44503269920875815,0.33783269637148866,0.36027462595601123,0.36027462595601123
313,313,313,313,11-09,0.41008740209483696,0.14665800287712966,0.2832535845835607,0.2832535845835607
314,314,314,314,11-10,0.6386310113246014,1.3969479718580844,0.18365945067280817,0.18365945067280817
315,315,315,315,11-11,0.21203433493588106,-0.9368278317488884,0.13571744192744198,0.13571744192744198
316,316,316,316,11-12,0.3671884274222704,-0.08802875075138812,-0.0015708067101814864,-0.0015708067101814864
317,317,317,317,11-13,0.3755514237044222,-0.04227743704176986,-0.23135794354079767,-0.23135794354079767
318,318,318,318,11-14,0.2944611392015273,-0.4858967954542522,-0.5381422321137729,-0.5381422321137729
319,319,319,319,11-15,0.1580672328121252,-1.2320648181065676,-0.4643276564526055,-0.4643276564526055
320,320,320,320,11-16,0.3021638382450675,-0.4437577595797667,-0.4944184253404418,-0.4944184253404418
321,321,321,321,11-17,0.29299083280708993,-0.4939403777818837,0.07723303116913724,0.07723303116913724
322,322,322,322,11-18,0.33418622906793216,-0.26857336407840604,0.31915338463491927,0.31915338463491927
323,323,323,323,11-19,1.0025129622280078,3.3876313020157043,0.6073473274041992,0.6073473274041992
324,324,324,324,11-20,0.5597884733347778,0.96562532534044,0.7887072740407013,0.7887072740407013
325,325,325,325,11-21,0.4741453529573123,0.4970988385091117,0.741389112133306,0.741389112133306
326,326,326,326,11-22,0.5010712491769793,0.6444019202392459,0.8460914733765387,0.8460914733765387
327,327,327,327,11-23,0.2410944066688465,-0.7778493492262547,0.3198170956637114,0.3198170956637114
328,328,328,328,11-24,0.4490190572617483,0.35964080338098875,0.4794805868767454,0.4794805868767454
329,329,329,329,11-25,0.4253189574212558,0.2299850357387413,0.43222748321938803,0.43222748321938803
330,330,330,330,11-26,0.7349001903733109,1.923606272618644,0.305942093749155,0.305942093749155
331,331,331,331,11-27,0.4223202797738684,0.2135802165649678,0.31739933918382807,0.31739933918382807
332,332,332,332,11-28,0.3625671289238005,-0.11331041658215278,0.06230397286501126,0.06230397286501126
333,333,333,333,11-29,0.2536601967900244,-0.7091058766182161,0.04294147259284017,0.04294147259284017
334,334,334,334,11-30,0.16924196316664555,-1.170931394531912,-0.1986615496126606,-0.1986615496126606
335,335,335,335,12-01,0.4040830402866682,0.11381003410571475,-0.28842792371424436,-0.28842792371424436
336,336,336,336,12-02,0.4699208908560875,0.4739881393856392,-0.38627022475260736,-0.38627022475260736
337,337,337,337,12-03,0.3238685687294313,-0.32501802804453456,-0.3739302773444768,-0.3739302773444768
338,338,338,338,12-04,0.2552581054040257,-0.7003642228123308,0.8633035399414201,0.8633035399414201
339,339,339,339,12-05,0.2671940946296986,-0.6350661921694332,0.8600648473144274,0.8600648473144274
340,340,340,340,12-06,1.5261842201413316,6.2524715091834695,0.6156618072759256,0.6156618072759256
341,341,341,341,12-07,0.4005309882642306,0.09437787834375948,0.6316878533282108,0.6316878533282108
342,342,342,342,12-08,0.20187065804816492,-0.992430100845372,0.758017928361248,0.758017928361248
343,343,343,343,12-09,0.3414452133351153,-0.2288617517308241,0.9015425950148225,0.9015425950148225
344,344,344,344,12-10,0.393811234767365,0.05761622738589249,0.38938941112960235,0.38938941112960235
345,345,345,345,12-11,0.4246054766816955,0.2260818077520137,0.3093662064914974,0.3093662064914974
346,346,346,346,12-12,0.9644777039207264,3.179552405872149,0.1993392175473602,0.1993392175473602
347,347,347,347,12-13,0.31276514611308176,-0.3857613494848705,0.19019520048511132,0.19019520048511132
348,348,348,348,12-14,0.08119801830937716,-1.652592034510195,0.08083470905576838,0.08083470905576838
349,349,349,349,12-15,0.3314164677763477,-0.2837258541043173,-0.19353048065288928,-0.19353048065288928
350,350,350,350,12-16,0.2738695794466857,-0.5985467211901652,-0.8026004620099693,-0.8026004620099693
351,351,351,351,12-17,0.12369410927722355,-1.4201093304999324,-0.87332785768701,-0.87332785768701
352,352,352,352,12-18,0.29647721475593125,-0.4748674822703303,-0.6641266158201476,-0.6641266158201476
353,353,353,353,12-19,0.2351945280301715,-0.8101257235471155,-0.6810209688389176,-0.6810209688389176
354,354,354,354,12-20,0.31064050632951395,-0.3973845833090204,-0.7064573773294626,-0.7064573773294626
355,355,355,355,12-21,0.3128875032466629,-0.3850919722169377,-0.4613335008339516,-0.4613335008339516
356,356,356,356,12-22,0.2459720736848348,-0.7511651721334347,-0.5559016364768633,-0.5559016364768633
357,357,357,357,12-23,0.3925349230046275,0.050633928473133,-0.5637616711603376,-0.5637616711603376
358,358,358,358,12-24,0.1927591481913732,-1.042276296127801,-0.40884888414945425,-0.40884888414945425
359,359,359,359,12-25,0.22657399644246395,-0.8572859316479621,-0.46672176772497326,-0.46672176772497326
360,360,360,360,12-26,0.4805418652350738,0.53209213875628,-0.4250442038161384,-0.4250442038161384
361,361,361,361,12-27,0.2494151343545253,-0.7323292736700516,-0.4656544378005749,-0.4656544378005749
362,362,362,362,12-28,0.2916821463045137,-0.501099788680426,-0.33892188242579274,-0.33892188242579274
363,363,363,363,12-29,0.3479954497141252,-0.1930274754334861,,
364,364,364,364,12-30,0.3317536998434383,-0.281880963879108,,
365,365,365,365,12-31,,,,
